text,label
첫인상이 좋으시네요,0
예의 바르시네요,0
덕분에 웃었어요,0
오늘도 힘내세요,0
즐거운 하루 보내세요,0
좋은 에너지를 주셔서 고마워요,0
따뜻한 말 감사합니다,0
기억에 남는 하루였어요,0
감동이에요,0
말씀 예쁘게 하시네요,0
목소리가 좋네요,0
센스 있으시네요,0
포근한 느낌이에요,0
마음이 편해졌어요,0
정말 존경스러워요,0
믿음이 가는 사람이에요,0
같이 있어서 좋아요,0
대화가 즐거워요,0
좋은 추억이에요,0
앞으로 자주 봐요,0
같이 일해서 좋았어요,0
덕분에 많이 배웠어요,0
항상 응원할게요,0
오늘 너무 감사했어요,0
이해심이 깊으시네요,0
잘 챙겨주셔서 감사합니다,0
정말 든든해요,0
큰 힘이 되었어요,0
칭찬해주셔서 감사해요,0
시간 내주셔서 고마워요,0
좋은 하루 되세요,0
기다려주셔서 감사합니다,0
오늘도 고생 많으셨어요,0
진심이 느껴졌어요,0
약은 최대한 안먹으려고 하는데좋은 음시있나요?0,0
그냥 잡다한거말고학업에 관련된거 듣는게 더 좋은가요?,0
 안하는게 좋은가요?,0
이거 안좋은거 아니예요?,0
 감기오래가면 안좋은경우인가요???,0
경기 안좋은데최고수치면 뭐지,0
좋은 거야 나쁜거야 ㅋ,0
 메이저 전 구단이 당신의 행복을 방해? ㅋ,0
사랑하는 사람 아이갖고 싶은게 정말 미친건가요?,0
웃음 참는 건가?,0
자본주의 시댜에 살면서인간의 기본적인 이성욕망읗 잘 채워줄기획 좋은데 왜 논란이지?,0
어느 브랜드가 좋은지 모르겠어요 ㅠㅠ..,0
 사랑해서 결혼했다며.,0
 자기가 응원하는팀 점수먹으면좋아한다길레...,0
 소심함의 정의좀알려주시고 안좋은건가요?0,0
어떻게 하는게 좋은지 알려주세여 ㅠㅠ,0
혹 어제 안좋은 일이 있었던것은 아니죠?,0
사랑인지 모르겠다,0
  티비에서 허리 안좋은게 컨셉인지 실제 인지 모르겠지만 서른살 초반에 허리까지 아프다면야...,0
부총리급이면 감사원장 밖에 더 있나?,0
광주 비 안오고 날씨 개좋은데 뭔 폭우??,0
국민들에게 웃음주려고 ;;;;;;;;;;,0
퇴근할 때 뭐라고 인사하고 가는게 좋은가요?,0
금세 사랑이 식었네...우째...우리가 그정도밖에 안 됐어?,0
이제는 삼성전자가 낸 500억 사랑의 열매 성금도 뇌물에 포함시킬 수도 있겠네요...,0
 너무 좋은데 왜 이렇게 불안한지..,0
근데 오픽이 처음이라 어떤 형식의 수업이 좋은지 잘 모르겠어서 학원이나 강의를 바로 선택못 하겠더라구요.,0
 명문대 나와도 행복할수있을까도 의문이고..,0
 프락셀 치료는 아파서 안되겠고 돈좀쓰더라도 좋은방법없을까요,0
사랑하는 마음이 남아있는지도 모르겠습니다.,0
글들 보니까 평판이 안좋은거 같아서요,0
헤어지고 앞으로 저 또 사랑받을수 있을까요..,0
전 여자인데 시선이 안좋은가요?,0
"그런데 삶는 빨래 할 때 살균제를 넣으면, 뜨거운 물 때문에안 좋은 화학 물질 나올까요?",0
  아마 63빌딩 측에서 알아서 잘 하겠지만  좋은 날 혹시나 하는 불상사가 있을 수 있으니까요...,0
지금 남자친구가 참 좋은데 결혼하기에 앞서 시댁이 두곳이라 망설여지네요.,0
  안그러면 아기한테 안좋은가요?,0
 별로안좋은생각인가요?,0
이런것도 사랑한다고 할수있나요ㅜㅜ?,0
뭐 좋은 방법 없을까요...,0
잘사는쪽은 그나마 치안이 좋은데 빈민가쪽은 잘못하면 죽을수도 있음..,0
먼저 둘다 학생이고.고백을 해볼려고 합니다만가장 걱정되는게??????만약 잘 되면 좋은데그렇지 않을 경우에???? 어떻게? 지내죠..,0
학점은 좋은편인데아니면 그냥 방통대 유교과나와서 유치원다녀서 임용고시 준비하는게 나을까요..,0
물론 제가 더 사랑하면 된다지만..무언가잘못되고 있는 것 같아요.,0
다시 저는 누군가를 사랑할 수 있을까요,0
과연 전역을 하고 나서도 지연이를 사랑할수 있을까요?,0
좋아한다 사랑한다는 매일해주지만 말만그런거같구..,0
제가 짝사랑하는 남자랑 잘해보려하는데남자쪽에선 당황스러울겁니다..,0
 그냥 다른곳을 알아보는게낳은지 아니면 일하는게좋은지 걱정되긴하네요,0
아이에게 안좋은 영향이 올까봐 무섭네요........,0
4년제좋은대학들어갈수있을까요 ??>,0
정말 공감 나이들수록 사랑 어렵고 더 두렵다ㅠ,0
성인과 고등학생이 정말로 사랑해서 연애를 할 수 있을까요?,0
 뭐든 적당히가 좋은 법인데..,0
어젯밤에 전 남자친구가 꿈에 나왔는데 정말 안 좋은 꿈이라서..,0
너한테 좋은 사람이 되는게 무겁고 버거워,0
헤어지면 행복해요..?,0
사실 널 너무 사랑하고 좋아하는데 믿음이 한두번 깨지니까 무섭더라.,0
"다 제탓이고 해서 혹시나? 좋은곳 못가고 있을까봐염려되기도 하구요,,",0
건강상의 문제로 6개월인데 담당의사랑 합의봐서 제왕절개 하기로 했는데요.,0
 솔직히 남친이든 여친이든 애인 사이에 같이 무슨 사업한다는 사람들 치고 끝이 좋은 경우는 없드라.,0
짝사랑일까요 연애중일까요 ㅠ,0
담주 생일인데 생일 축하 문자 보내봐도될까요?,0
분위기 안좋아질까봐 시부모님들 좋은데 걱정되네요,0
쓸때없이 왜 필리핀 치안도안좋은곳에 가는지;;,0
안좋은건 다 일등이야,0
국제 정세가 지금 매우 안좋은데..,0
연애 스타일이 상대방에게 아낌없이 모든걸 퍼주고 잘해주는 여자와 남자가 만나서 연애하면사랑이 커지고 깊어질까요?,0
이게 썸을 타도 괜찮은 건지아니면 그냥 감사인사로 끝내는 건지 알 수가 없어서요...,0
 펜들에게 웃음을 주시는 것도 중요하지만오빠에 건강도 중요 하니깐 식사 꼭 챙겨드시고아프지 마세요,0
 하면서 얼불 벌겋게 되서 그냥 나와버렸는데...뭐 좋은 방법 없을까요..?0,0
서로전화하는건 너무너무좋은데 그 침묵을 어떻게 벗어나야할까요ㅜㅜㅜ,0
요즘 3일에 한번이나5일에 한번씩 싸는데 안좋은 건가요??,0
습식사우나 시설로 만드는것도 좋은 방법이 될지도 모르겠네요.,0
ㅜㅜㅜㅜㅜ 날씨안좋은데 낚시 가신건가요 ㅜㅜㅜ,0
"인터넷과 스마트폰이 좋은 점도 있지만, 이것들이 또한 대한민국을 망치기도 한다.",0
 물론 남들그런거신경쓰지말아야하지만..좋은방법이없을까요?,0
공기업과 대기업 둘중 어디가 좋은건가요?,0
근데 요즘 친구들한테 자꾸 안좋은 얘길 듣네요.,0
나를 사랑해준다는 느낌은 많이 드는데 이런거 보면 내가 외모가 별로인가 라는생각도 들고 ㅠㅠ....,0
그렇게 애절하게 사랑했던 사람이 이젠 안부조차도 물을수없는 사람이 된다는게 믿기지가않아요,0
아이폰 좋은데... 여기 이상해요;;,0
역시 대국이라 그런지 중국 국민들의 나라를 사랑하는 마음이 우리보다 한수위에 있네!!!,0
 여친프사랑 상메  뭔가여?,0
죽엇다고기사날때 좋은분이엿구나했는데 이기사보니까 김일성친구인줄...,0
좋은 댓글에 왜케 비공이 많지?,0
"150만원짜리 2개 합친거보다 성능 좋은데 599,699 달러면 앞에게 바가지냐 뒤에게 너무 싼거냐??기자가 뭘 잘못알고 쓴듯...",0
원숭이 유일하게 좋은일...,0
기독교 이슬람 유대교 등등 하나님의 종교들은 사랑빙자 살육이 목표다,0
 이분은 좋은학벌 가지신분이 그런거 못봣나보네 ㅋㅋ,0
잘되는집엔 좋은 일이 많네,0
와씨 사랑하는 남자와 결혼한 죄로 살해당했다고?,0
"참 능력없는 코치인데, 운은 좋은듯...한화에서 짤리고 두산갔다가 또 바로 짤리고 kt갔다가 다시 롯데",0
까짓거 삼국유사 목판 복각하면되는거 아니가 지금 기술이 훨씬 좋은데 무려 최초 인쇄본이네,0
송강호 김혜수가 어떻게 영화에 나오지 궁금하네 더좋은 가방이 있나,0
ㅋㅋ 임신중 인신가봐요? 새신랑이 아빠까지는생각하시다니 축하드립니다.,0
좋은일 많이하시던데 왜 그러셨지;;;,0
키 커서 좋은게 뭔데?..,0
사랑에 빠지면 다 저러케 돼 ?,0
부디 단물에 나비나 꽃등에 같은 좋은 벌레?,0
이렇게 많은 사람들이 응원하는거 첨 봤습니다....,0
뭐지 박석민은 나쁜폼 이상한폼 좋은폼 으로도 잘 치고 수비 잘하던데 ???,0
대단해 ...알면서도 안고가는것이 쉽지않을텐데 좋은 만남하세요,0
나도 휘재보기싫어서 슈퍼맨 안보는 사람인데~어째 자질없는데 계속나오는거보면 운이좋은건지~,0
만나는 횟수가 점점 준다 사랑도 점점 주는걸까?,0
" 난 아직도 좋은데어떻게 티를 안내고 연애할 수 있어,,?",0
안본지 반년이 넘어간걸로 아는데우리 그렇게 깊게 사랑했나요.,0
사랑의 힘은 대단한거 같아..,0
울희 효자긔는요이상횽이 키크고 성격좋은 남자거등요?ㅋㅋㅋ,0
갑자기 태도 돌변하더니 나한테 사랑한다고 함.,0
리포터 다좋은데 왜 이름이 새누리당이냐?,0
칠레가 이태리보다 살기좋은 나라였다니.......,0
초3 울딸이 이완영의 질문에 웃음을 터트리네ㅋ,0
김진명은 깡이 좋은 작가다. 나 같음 무서워서 못 씀. ㄷㄷ,0
2월달아니였음...?? 축하드려요!!,0
아이를 사랑하면 저런걸 가르칠 수가 없는데 미쳤다.,0
체질식으로 좋은식재료로 드셈 채식 3년하고 아이러니하게 고지혈온 1인,0
병신들이 자식사랑은 끔찍하네?,0
응원합니다. 법의 무서움을 박근혜에게 보여주세요,0
"선발 제외 예상이었는데, 잔류하기를 바라는 마음에 오늘 좋은결과 내기를 바랍니다.",0
응원한다 약쟁이선수들 다물리쳐라,0
꼭 이번주 탄핵 통과되어 다음주는 국민 승리 축하 촛불문화제를 열자!!,0
새로운년생긴놈은지금행복하느라내생각일도안나겠지?,0
조선시대같았으면 껍데기 벗겼다. 감사히 생각해라.,0
인간들이 좋은건 못배우면서 나쁜건 안가르쳐도 잘도 배운단 말이지 ㅡㅡ,0
"예산낭비의 표본도대체 얼마를 들여, 헛 짓을 했는지필히 감사해야함",0
병신틀딱 놈들 국민연금 손해본 몇 천억은 안아깝고 삼성이 틀딱들한테 해준게 뭐라고 응원함?? ㅋㄷㅋㄷ,0
댓글 연령 봐라 mbc 행복하냐?,0
"기상청 멋있다. 허구한날 틀리고도 당당한걸 보면말야,,,,그리고 기상캐스터 년아. 지금 웃음이 나오냐?",0
그러니까좋은ㅁ?ㄹ로할때 내려와라,0
강남아줌마랑 꼭두각시 한강물에서 얼어죽기 좋은 날씨네,0
다른나라의 비웃음을 사고...응징이나 해대고,0
웃는얼굴봐라 국민들 피빨아먹고 웃음이나오는 저런철면피,0
설경구 송윤아가 첫사랑하는 소리하고 있네,0
남의 눈에서 피눈물 냈으니 그사랑이 얼마나 깊다해도 이미 핏빛으로 얼룩이고 있지 않을까~~~,0
이른새벽 높이나는 새가 좋은 먹이감을 찾이하듯 발빠르게 움직이는 팀이 좋은 결과를 었는것 ... 다른 팀들은 포지션 겹치고. 몸값때문에... 접촉을 안했나?,0
턱 집어넣어라 좋은말 할 때,0
기사 내려라 좋은 말 할때,0
기승전 왜 돈으로끝나냐행복하시길!!,0
좋은 변호사 사서 법적으로만 무죄 받아내면쓰레기 망나니짓해도 상관없구나,0
나이 똥구멍 처먹는다는 좋은 예.,0
"은퇴해라, 너 같은놈 응원한 내가 비유웅신이지.",0
제목만 보면 선남선녀가 사랑에빠진줄 알겠어요.,0
"아니 새해에는 덕담을나누고 좋은일만 생기도록 기원하는 첫날에, 18년이 느닷없이 나와서 완전 열받게만드네.",0
아주 절절하게 배신감에 치떨고 사랑했노라고 보낸 톡을 보게 됐죠.,0
" 막말로 지난주 무도 보니까 물도 안새는 좋은 아파트로 이사도 하고 그렇다고 빚이 몇십억씩 있는것도 아닌데, 이유가 뭡니까 당최.",0
정신나간놈 큰사고 아닌걸 감사히 여겨라 멍청한인간아,0
사람한테 얼마나 좋은 가물치인데 왜저리 난리야? 응!!!,0
푸른집이그렇게도 좋은가 빨리비워주고 낌깜한곳으로 빨리들어가 뉘우치고 새사람되길 바란다.,0
박사모=최순실을 사랑하는 모임?,0
 사랑받고싶고 가끔은 정말 외로워서 혼자 울기도해요.,0
거기서는 정말 행복하길 바랍니다…ㅠㅠ,0
어린 선수들 잘 지도해주셨는데....좋은 지도자 한분을잃은 한국축구의슬픈날이네요,0
사랑해선 안될 사람을 사랑하고야 말았습니다,0
지금은 그버릇고치고 반성도하는데 안좋은과거 때문에 너무힘들어요,0
정말 한결같고 애교도많고 너무큰사랑줬던사람이라 잊기가힘들어요,0
정말 미친듯 사랑해 보신분들어떤 행동까지 해보셨나요..,0
나이렇게 힘든데 그애는 sns보면 정말행복해보인다,0
행복했던 그 시간으로 다시...,0
어그로 같은거나 안좋은 말을 쓸때마다그럴때는 마음을 포기하고 싶어져.,0
"누구나 그렇듯이,좋은 대학교에 가기 위해서 였지요.",0
진짜 몇개월 전부터 짝사랑하는데 미치겠어요,0
(저렇게 조금만먹으면 건강에안좋은거아는데 급하게빼야할상황이라서요ㅜㅠ,0
 개인적으로도 너무 안좋은 일이 있어서 그냥 모든게 스트레스일때 ...,0
왜 첫사랑과 비슷한 여자를 보면 호감이생기는거지?ㅜㅜ,0
 사랑보다 가족의 정이더 깊어서.,0
이렇게 그리운 게 이렇게 아픈 게사랑이었다고.,0
 제가 지금 성적이 좀 안좋은데.....0,0
 아니면 그 행복을 없애고 다른 행복을 찾아주어야 할까...,0
 기렸다가 잊어보려다가그래도 당신을 사랑해서 놓을수가 없더라구..,0
댓글알바 솔직히 힘만들고 돈도 별로 못받음더 좋은 알바없나?,0
사랑하는데떳떳하지 못한게 얼마나 힘든지 아냐?,0
 그사람은 이미 사랑하는 여친도 있는데 저만 이렇게 죽을 것 같아요.,0
이런 나의 행복이 연아양에게 부담이 될지도 모른다는 생각에오늘은 마음이 넘 아팠어요.,0
미안해 고마워,0
 미안했어. 사랑했어.,0
걷는 게 좋다고 해서 몸 안좋은 줄도 모르고 무식하게 매일 걸은 것도 아기한테 넘 미안해요ㅠㅠㅠㅠ,0
 아니 너에게 미안하다 사랑한다,0
택배...어느 순간 너무 예민해집니다...죄송합니다....저부터 바뀌겠습니다....그리고 너무 감사합니다....,0
행복했으면 했는데.....,0
우리 딸 이쁘게 키워줘서 고마워내가 집안일도 많이 도와주고 우리 애기랑도 많이 놀아주고 해야 되는데 잘 하지 못한 것 같아서 미안해~,0
근데 남자친구는 저를 너무 사랑해줘요....,0
저한테 정말 잘해주고 사랑해주는데제가 마음이 안가요....,0
 지금도 좋아하지만 사랑하진않는것같아요,0
 내첫사랑이엇어너 마지막까지 나쁜이미지 새겨줘서 정말미안하다,0
우리도 이러면 좋은데,0
그래도 사랑꾼은 부럽네요...,0
와...남편...저런 얼굴 맨날 보면 진짜 행복하겠다,0
저런아들을둔아버지는 얼마나행복할까?ㅡㅡ,0
나보다 더좋은금수저들 너무많지!,0
 다른 나라 가서 사는것도 능력 좋은 사람들이 하는거다~!,0
좋은 대통령이 있는 필리핀이 부럽다.,0
어제 친구랑 둘이 술마시는데친구가 자기는 요즘 너무 행복해 죽겠다구 자랑을 하더라구요,0
저보다 좋은 수입차 모는사람들은 도대체 얼마나 버는거임???,0
얼마나 행복할까,0
군대가는거하고 돈벌어오는 기계인것 빼고는  남자가 더 좋은거같아염..,0
운이 많이 좋은거지,0
 모델이네 ㄷㄷ 저런 시장이면 행복할듯.,0
돈있으면 더 행복함,0
"잠수함에 공격을 받든 과적에 의한 조타 미숙이든 다 좋은데 배가 가라앉는 그 귀한시간에 왜,왜 애들을 구하지 않았는지..",0
있는 사람만 좋은세상,0
눈물이 ㅡㅜ 웃음이 같이 ㅡㅜ,0
삼가고인의 명복을 빕니다 좋은곳 가세요,0
태현아 행복하면됬어ㅜㅜㅜ,0
난 4.7인치가 좋은데 이젠 거의 새로 안나옴...ㅠㅠ - 2011년 베가넘버5로 5인치처음쓴 사람-,0
아 너무하네... 도깨비좀 행복해지자 ..ㅠㅜㅜ,0
나중에 반려동물을 떠나보내게 된다면 어떻게 해야하는게 좋은가요..?,0
4년을 사귄사이고 정말 서로 사랑했고여자의 변심때문에 헤어졌고.,0
전 그냥 보고싶다 한마디라도 좋은데...,0
근데 흰둥이는 ㅠㅠ만년 짝사랑만 했나봐 ㅠㅠ,0
내 인생 최고의 사랑이였어...,0
만나는동안에도 헤어지고도더 힘들고 아픈건 더많이 사랑한쪽 같아요.,0
서로 부족했지만 많이 사랑했었는데너무 힘드네요...,0
나랑 행복해 보이지 않아서저절로 놓게 되더라고요,0
보통 헤어지면 더 사랑한 쪽이 갑이 된다잖아요,0
남주혁이 내 사랑을 안 받아준다.,0
"제 첫사랑이었지만 전바보같이 순수했었고, 저희 사랑이 영원할 줄 알았어요...",0
 우리는 그래도 다시 사랑을 확인하고 더 단단하게 만나왔는데이번엔 정말 끝인거 같네요,0
 친구들이랑 사이도 좋고 다 좋은데 우울해지네요,0
 아멘붕 ..진심 패버리고 싶어요좋은 방법없을까요ㅠㅠ?,0
좀 성능 좋은걸루 사고싶네요ㅜ0,0
정말 많이 사랑하는데...,0
물론 그 감정들도3개월 후나 시간이 지나면 사라지고사랑을 또 하고 싶을테죠...,0
 전 진짜 이제야 남자친구의 맘이 이해가되서 정말더 잘하고 더 사랑할수있는데..,0
초조하고...사랑하는사람과 헤어졌다고 인생의 끝은 아니지만...,0
기침이 심하다보니 애기한테 안좋은건 아닌지 걱정도되네요ㅠ,0
나만 혼자 뜨거운 사랑한건 아니니까 ..,0
 진정 사랑했다면 절대 못잊어..,0
지금은 사랑하지 았는다고....,0
정말 사랑했는데...,0
제가 사랑했다고 믿었던 사람이 있는데요...,0
그사람은 진짜로 행복한걸까요?,0
오늘 우연히 사이좋은 세상에 접속했다가 너무 안타까운 사연이 있어서 생전 쓰지도 않던 톡톡을 올립니다.,0
정말 많이 사랑했는데정말 죽으면 편하겠다라는 생각이 왜 드는건지 이해했습니다.,0
새로운 것을 얻는 기쁨보다소중한 것을 잃었을 때의아픔이 더 크다는 것을.,0
  오늘 안 좋은 일이 있어서 연아양의 공간이 엉망이 된 것 같아 속상하네요.,0
모두가 행복한데 왜 저 혼자 불행한걸까요?,0
이 한마디가 하고싶지만이 한마디조차 허락할수 없게.당신은 다른 남자와 행복해보입니다.,0
이제와서 포기하기도 그렇고 정말전 어떡하면좋은가요....,0
그사람도 어제 같이 와서 인사했고동생행복하게해주겠다는데 ㅠㅠ,0
 사랑하고 있었나봐요,0
진짜거짓말안하고나오빠너무좋은데어뜨케이래...ㅠㅠ...,0
정말 사랑하지만 다신 못만나겟죠..,0
   지금은 헤어졌지만  정말좋은추억이었고  잊지못할거야..,0
제남자친구가 절 이제 사랑하지않는걸까요,0
 안좋은일은 어쩌면 이렇게한꺼번에 일어나는지...ㅠ,0
"도니오빠에 어색함을 내가 사랑으로 감싸줄게요ㅠ,ㅠ",0
역시 일본이 한국보다 살기좋은 인간적인 나라인가.... 씁쓸하네.,0
자식이 젤 사랑스럽고 또 젤 무섭다~,0
5년 현아 안티질 하던 내가 어느순간에 빠져서 가장후회되는게 그동안 내가 알지도 못하고 싸지른 악플들 현아가봤을까하는거진심 미안하고 뭘하던 응원함,0
ㅜㅜ너의 빈자리는 김광현이 메꿔줄꺼야 하늘에서 응원해줘ㅜㅜ,0
매덕스 때문에 이어진 사랑이 매덕스 때문에 헤어 졌네.,0
지금 라인업이 편안하고 좋은데 ㅠㅠㅠ,0
웃음을 잃어버렸어요,0
 그사람이 너무 좋은데 어떡할까요 정말...,0
더 좋은 사람이 진짜 있을까요..,0
  사기꾼들에게 이용당하며 사기꾼들에게 비웃음 받고 있다는 것을 자각하시기 바람니다.,0
너랑 미래를꿈꾸던 난 빠져줄게 잘지내길좋은여자만나길바래,0
 사랑하지않는다,0
너와 좋은 인연이 됐으면 했었는데 상처만주고가버리는구나.,0
좋은추억이생각나냐.,0
분명 제가더 사랑하고 제가더잘해줬는데왜이렇게 보고싶은건지,0
정말 사랑하다가도 갑자기 우울합니다..,0
다시 한번만 내 머릴 쓰다듬고 사랑한다고 말해주면 안되요?,0
저도 오토야처럼 사랑하는 여자를 위해서죽더라도 다크키바로 변할수 있는데키밧트2세가 안오네요,0
저도 스무살 첫사랑을 이렇게 보내게 되었고..,0
4년을 만났고 우리는 정말 미친듯이 사랑했는데반복되는 문제에 지쳤고.,0
"둘만의 4년간의 정,추억 이길만큼 사랑하지 않았다는거겠죠.",0
 전이사람 진짜 좋은데 힘드네요 ㅠㅠ,0
사랑하는 사람 아이갖고 싶은게 정말 미친건가요?,0
인연이 아니란말을 정말 좋은사람이엿던 그분을 통해 느껴봐서 마음아프네요,0
우리 온마음 다해 응원해줘요 ㅠㅠㅠㅠㅠ,0
이렇게 행복한 날에도나는 당신 생각만 떠오르고 아픕니다,0
정말 사랑했던 여자랑 몇일전 헤어진게고민...,0
"너무 안맞고, 여러가지 안좋은 모습에 실망도 하는데아직 그 사람이 너무 좋아서 헤어지지 못하고 있어요",0
여행가서 너가 좋은 남자 만나면 축복해 주는게 맞겠지?,0
왜 . 돌아오지도않을꺼면서날 진심으로 사랑했다고해..,0
프사 의미부여를 심하게 하는 저로선그녀가 그녀남자친구랑행복해하는 사진을 본다면전 엄청 괴로울거같아요,0
저는 그흔한 잘지내라 좋은사람 만나라 이런말도 못듣고 미안하다는 말만 엄청 들었네요..ㅠ,0
전 여친이 생각이 계속 나고 저를 이제사랑하지않는데요,0
헤어지고나서 네차가운 행동을보면사랑했을때 행동들이 거짓말같이 느껴지네,0
브래드가 매덕스에게 자식에대한깊은사랑을 가지는게 가능할까?,0
누가 끝이 좋은 인생을 마감하게 될 지 지켜보자.,0
 두산팬이지만 kt감독님으로도 응원할게요.,0
월급의 반은 무조건 저축하고 쓰던지하면 몇년지나니 통장에 몇천이 모이긴 하더라,0
대한민국의 정의를 위해 국민들이 힘을모아 응원합니다,0
씨엘 응원할게요~~,0
끝까지 응원합니다..,0
앞으로 부상없이 좋은모습보여주고 강팀을상대로도 이런모습보여주면 더성장할수있을꺼같음,0
아 그래서 메퇘지들이 사랑을 엄청 받아서 살이 듬뿍 찌는구나.ㅋㅋㅋㅋㅋㅋㅋ,0
티볼리 좋은가요 아시는 분 평가좀,0
동성애관련 병에 관한 사진 봤는데동성애는 사랑이 아니구나,0
가족동반 촛불집회 하기좋은 날씨네요...........,0
현종아 행복하자...,0
테레비 라디오좋은거사서 일본예보나 번역하면되겠네.,0
예 오래오래 행복하세여ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
폭염이 좋은점도 있네...,0
성큰옹 갓대호 사랑 시작되겠네.. ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,0
ㅋㅋㅋㅋㅋㅋ 지 욕먹기 싫고 앞길 막힐까 걱정되서 저러는거 딱 보이긴 하는데 결과적으로 좋은 결과 나오니까 괜찮다.,0
알파고 너무 사랑하시네...,0
박정희시대 김기춘 같았으면 순시리 가만 놔뒀겠나..민주주의에 감사해라~,0
"그 사건을 이유로 나오지 말라는 사람들은, 예전의 무도 노홍철을 응원했었을까??",0
사랑은 머리가 아니고 마음으로 하는거지,0
박병호가 mlb에서 고전하는 이유도 설명되는 좋은 분석입니다,0
아이폰 좋은데 통화중 녹음 안돼서 그게 불편,0
신경꺼라~사랑한다는데 무슨 상관??;!!,0
엄마의 사랑이 기적을 만들었네요,0
제발 괴상한 옷입고 억지웃음 유발만 하지마세요,0
"좋은 동생, 후배 로는~ 충분히 좋아해주고 아껴주고 할듯~~",0
남자가 뭘 하든 여자가 참으면 가정이 행복합니다.,0
팬은 아니여도 흐믓해보이고 행복해보이는게 보여서 보는사람도 좋아보인다,0
7주동안 열심히 일본예능 표절해서 웃음대박 만들어주세요,0
임창정이 부릅니다. 또 다시 사랑,0
"여러분, (야구)만화가 이렇게 안 좋은겁니다.",0
카타르도 붉은악마 응원에 기죽었는데,0
군대 갔다 왔으면 사랑 받고 좋잖아 경찰로가던지,0
정호씨 수빈이가 응원할게요,0
무조건 응원합니다!,0
사귀는건 축하할일이지만 이런것까지 알아야하나...,0
근데 이사람은 우리나라 사람도 아니자나 거참 외국인인데 우리나라에서 좋은일 많이하네,0
그래도 국내차 살꺼면 현기빼고 답이 없다 가성비가 좋은건 사실이다,0
재청구해서 구속해야 한다특검 응원합니다,0
김경희! ! 응원합니다~~~,0
술마시면 집으로 인계되는 좋은나라 개한민국,0
대한민국을 세계최고 1등 행복국가로 만들어라,0
음.. 다 좋은데 지난번처럼 글 쓴 기자가 외국 이름가진 한국인 아녀?,0
"썰전에서 유시민 작가가 ""이렇게 장관, 검찰, 공무원 등이 엉망인데 나라가 그럭저럭 돌아가는 걸 보면 대한민국이 참 살기 좋은 나라""라고 했던 말의 취지에 공감이 간다.",0
히틀러 채식주의자였음. 고기많이먹어도 상관없음 먹고행복한게나음,0
홍철이형 빨리 무도로 컴백하길!!!지난 실수를 덮을순없지만 그래도시청자에게 웃음으로 보답하는게더 나을듯하다!!,0
