text,label
시붕,1
시이발,1
시이벌,1
시이불,1
시이붕,1
시이팔,1
시이펄,1
시이풀,1
시팍새끼,1
시팔,1
시팔넘,1
시팔년,1
시팔놈,1
시팔새끼,1
시펄,1
실프,1
십8,1
십때끼,1
십떼끼,1
십버지,1
십부랄,1
십부럴,1
십새,1
십세이,1
십셰리,1
십쉐,1
십자석,1
십자슥,1
십지랄,1
십창녀,1
십창,1
십탱,1
십탱구리,1
십탱굴이,1
느금마,1
느금빠,1
십팔새끼,1
ㅆㅂ,1
ㅆㅂㄹㅁ,1
ㅆㅂㄻ,1
ㅆㅣ,1
쌍넘,1
쌍년,1
쌍놈,1
쌍눔,1
쌍보지,1
쌔끼,1
쌔리,1
쌕스,1
쌕쓰,1
썅년,1
썅놈,1
썅뇬,1
썅늠,1
쓉새,1
쓰바새끼,1
쓰브랄쉽세,1
씌발,1
씌팔,1
씨가랭넘,1
씨가랭년,1
씨가랭놈,1
씨발,1
씨발년,1
씨발롬,1
씨발병신,1
씨방새,1
씨방세,1
씨밸,1
씨뱅가리,1
씨벌,1
씨벌년,1
씨벌쉐이,1
씨부랄,1
씨부럴,1
씨불,1
씨불알,1
씨붕,1
씨브럴,1
씨블,1
씨블년,1
씨븡새끼,1
씨빨,1
씨이발,1
씨이벌,1
씨이불,1
씨이붕,1
씨이팔,1
씨파넘,1
씨팍새끼,1
씨팍세끼,1
씨팔,1
씨펄,1
씨퐁넘,1
씨퐁뇬,1
씨퐁보지,1
씨퐁자지,1
씹년,1
씹물,1
씹미랄,1
씹버지,1
씹보지,1
씹부랄,1
씹브랄,1
씹빵구,1
씹뽀지,1
씹새,1
씹새끼,1
씹세,1
씹쌔끼,1
씹자석,1
씹자슥,1
씹자지,1
씹지랄,1
씹창,1
씹창녀,1
씹탱,1
씹탱굴이,1
씹탱이,1
씹팔,1
아가리,1
애무,1
애미,1
애미랄,1
애미보지,1
애미씨뱅,1
애미자지,1
애미잡년,1
애미좃물,1
애비,1
애자,1
양아치,1
어미강간,1
어미따먹자,1
어미쑤시자,1
영자,1
엄창,1
에미,1
에비,1
엔플레버,1
엠플레버,1
염병,1
염병할,1
염뵹,1
엿먹어라,1
오랄,1
오르가즘,1
왕버지,1
왕자지,1
왕잠지,1
왕털버지,1
왕털보지,1
왕털자지,1
왕털잠지,1
우미쑤셔,1
운디네,1
운영자,1
유두,1
유두빨어,1
유두핧어,1
유방,1
유방만져,1
유방빨아,1
유방주물럭,1
유방쪼물딱,1
유방쪼물럭,1
유방핧아,1
유방핧어,1
육갑,1
이그니스,1
이년,1
이프리트,1
자기핧아,1
자지,1
자지구녕,1
자지구멍,1
자지꽂아,1
자지넣자,1
자지뜨더,1
자지뜯어,1
자지박어,1
자지빨아,1
자지빨아줘,1
자지빨어,1
자지쑤셔,1
자지쓰레기,1
자지정개,1
자지짤라,1
자지털,1
자지핧아,1
자지핧아줘,1
자지핧어,1
작은보지,1
잠지,1
잠지뚫어,1
잠지물마셔,1
잠지털,1
잠짓물마셔,1
잡년,1
잡놈,1
저년,1
점물,1
젓가튼,1
젓가튼쉐이,1
젓같내,1
젓같은,1
젓까,1
젓나,1
젓냄새,1
젓대가리,1
젓떠,1
젓마무리,1
젓만이,1
젓물,1
젓물냄새,1
젓밥,1
정액마셔,1
정액먹어,1
정액발사,1
정액짜,1
정액핧아,1
정자마셔,1
정자먹어,1
정자핧아,1
젖같은,1
젖까,1
젖밥,1
젖탱이,1
조개넓은년,1
조개따조,1
조개마셔줘,1
조개벌려조,1
조개속물,1
조개쑤셔줘,1
조개핧아줘,1
조까,1
조또,1
족같내,1
족까,1
족까내,1
존나,1
존나게,1
존니,1
졸라,1
좀마니,1
좀물,1
좀쓰레기,1
좁빠라라,1
좃가튼뇬,1
좃간년,1
좃까,1
좃까리,1
좃깟네,1
좃냄새,1
좃넘,1
좃대가리,1
좃도,1
좃또,1
좃만아,1
좃만이,1
좃만한것,1
좃만한쉐이,1
좃물,1
좃물냄새,1
좃보지,1
좃부랄,1
좃빠구리,1
좃빠네,1
좃빠라라,1
좃털,1
좆같은놈,1
좆같은새끼,1
좆까,1
좆까라,1
좆나,1
좆년,1
좆도,1
좆만아,1
좆만한년,1
좆만한놈,1
좆만한새끼,1
좆먹어,1
좆물,1
좆밥,1
좆빨아,1
좆새끼,1
좆털,1
좋만한것,1
주글년,1
주길년,1
쥐랄,1
지랄,1
지랼,1
지럴,1
지뢀,1
쪼까튼,1
쪼다,1
쪼다새끼,1
찌랄,1
찌질이,1
창남,1
창녀,1
창녀버지,1
창년,1
처먹고,1
처먹을,1
쳐먹고,1
쳐쑤셔박어,1
촌씨브라리,1
촌씨브랑이,1
촌씨브랭이,1
크리토리스,1
큰보지,1
클리토리스,1
트랜스젠더,1
페니스,1
10새,1
10새기,1
10새리,1
10세리,1
10쉐이,1
10쉑,1
10스,1
10쌔,1
10쌔기,1
10쎄,1
10알,1
10창,1
10탱,1
18,1
18것,1
18넘,1
18노,1
18뇬,1
18럼,1
18롬,1
18새,1
18색,1
18세끼,1
18세리,1
18섹,1
18쉑,1
18스,1
18아,1
G스팟,1
X끼,1
ass,1
bitch,1
bogi,1
boji,1
bozi,1
damm,1
fuck,1
g랄,1
jaji,1
jazi,1
jot,1
oral,1
sex,1
shit,1
shutup,1
sibal,1
sipal,1
si발,1
ssiba,1
suck,1
tlqkf,1
wtf,1
zot,1
z랄,1
ㄱㅐ,1
ㄲㅈ,1
ㄲㅏ,1
ㄲㅑ,1
ㄲㅣ,1
ㅁㅊ,1
ㅂㅅ,1
ㅄ,1
ㅅㅂ,1
ㅅㅂㄹㅁ,1
ㅅㅍ,1
ㅅㅐ,1
ㅆㅍ,1
ㅆ앙,1
ㅈㄹ,1
ㅍㅏ,1
ㅗ,1
凸,1
간나,1
갈보,1
같은년,1
같은뇬,1
개가튼넘,1
개같네,1
개같은,1
개구라,1
개뇬,1
개대중,1
개독,1
개돼중,1
개랄,1
개뻥,1
개뿔,1
개새기,1
개새끼,1
개새키,1
개색기,1
개색끼,1
개색키,1
개색히,1
개섀끼,1
개세끼,1
개세이,1
개소리,1
개쇳기,1
개수작,1
개쉐,1
개쉐리,1
개쉐이,1
개쉑,1
개쉽,1
개스끼,1
개시키,1
개십새기,1
개십새끼,1
개쌔끼,1
개쐑,1
개쑈,1
개씹,1
개아들,1
개자슥,1
개접,1
개좌식,1
개처럼,1
개허접,1
걔새,1
걔수작,1
걔시끼,1
걔시키,1
걔썌,1
걸레,1
게색기,1
게색끼,1
고추,1
고츄,1
곧츄,1
곧휴,1
곶츄,1
곶휴,1
광뇬,1
구녕,1
구라,1
구멍,1
그년,1
그새끼,1
까러,1
깔어,1
꺼져,1
껃여,1
껃져,1
껒여,1
꼬봉,1
꼬우냐,1
꼬추,1
꼬츄,1
꼳츄,1
꼳휴,1
꼴린다,1
꼽냐,1
꼽다,1
꼽사리,1
꽂추,1
꽂츄,1
냄비,1
녜미,1
놈현,1
뇬,1
눈까러,1
눈깔,1
눈깔어,1
뉘미럴,1
늬미,1
늬미럴,1
니귀미,1
니미랄,1
니미럴,1
니미씹,1
니아배,1
니아베,1
니어매,1
니어메,1
니엄마,1
니어미,1
닝기리,1
닥쳐,1
닥쵸,1
닭쳐,1
대가리,1
대갈,1
뎡신,1
도라이,1
돈놈,1
돌아이,1
돌은놈,1
되질래,1
뒈져,1
뒈져라,1
뒈진,1
뒈진다,1
뒈질,1
뒤질래,1
등신,1
디져라,1
디진다,1
디질래,1
딩시,1
따식,1
때놈,1
또라이,1
똘기,1
똘아이,1
똘추,1
뙈놈,1
뙤놈,1
뙨넘,1
뙨놈,1
뚜쟁,1
띠바,1
띠발,1
띠불,1
랄지,1
메친넘,1
메친놈,1
미췬,1
미친,1
미친스까이,1
바랄년,1
뱅마,1
뱅신,1
벼엉신,1
병쉰,1
병자,1
부럴,1
불할,1
붕가,1
붙어먹,1
뷰웅,1
븅,1
빌어먹,1
빌어먹을,1
빙시,1
빠가,1
빠굴,1
빠큐,1
빡유,1
빸유,1
뻐큐,1
뽀찌,1
뽁큐,1
삐리리,1
사까아시,1
사까아시이,1
삿갓이,1
상넘이,1
상놈을,1
상놈의,1
상놈이,1
새X,1
새갸,1
새새끼,1
새키,1
생쑈,1
샫업,1
샷업,1
성노예,1
세갸,1
쇅끼,1
쇡끼,1
쇼하네,1
쉐,1
쉐기,1
쉐리,1
쉐에기,1
쉐키,1
쉑,1
쉣,1
쉨,1
쉬박,1
쉬밸,1
쉬빡,1
쉬뻘,1
쉬탱,1
쉬팍,1
쉽세,1
쉽알,1
슈바,1
슈발,1
스패킹,1
스팽,1
시bal,1
시궁창,1
시끼,1
시댕,1
시뎅,1
시랄,1
시바,1
시방,1
시밬,1
시부랄,1
시부럴,1
시부리,1
시브랄,1
시팍,1
신발끈,1
심발끈,1
심탱,1
십라,1
십새끼,1
십세,1
십쉐이,1
십스키,1
십쌔,1
싶알,1
싸가지,1
싹아지,1
쌉년,1
쌍뇬,1
쌍쌍보지,1
쌕,1
쌩쑈,1
쌰럽,1
쌴년,1
썅,1
썡쇼,1
써벌,1
썩을년,1
썩을놈,1
쎄꺄,1
쎄엑,1
쎄엑스,1
쎅쓰,1
쑤시자,1
쑤우시자,1
쒸벌,1
쒸뻘,1
쒸팔,1
쒸펄,1
쓰바,1
쓰박,1
쓰발,1
쓰벌,1
쓰파,1
쓰팔,1
씁새,1
씁얼,1
씌파,1
씨8,1
씨가랭,1
씨끼,1
씨댕,1
씨뎅,1
씨바,1
씨바랄,1
씨박,1
씨방,1
씨뱅,1
씨벨,1
씨봉,1
씨봉알,1
씨부렁,1
씨부리,1
씨브랄,1
씨빠,1
씨뽀랄,1
씨앙,1
씨엑스,1
씨파,1
씨팍,1
씨퐁,1
씸년,1
씸뇬,1
씸새끼,1
씹같,1
씹뇬,1
씹덕,1
씹덕후,1
씹새기,1
씹새리,1
씹쉐,1
씹스키,1
씹쌔,1
씹이,1
씹질,1
씹퇭,1
씹할,1
씹헐,1
아갈,1
아갈빡,1
아갈이,1
아갈통,1
아구창,1
아구통,1
아굴,1
아닥,1
아헤가오,1
앰창,1
얌마,1
양넘,1
양년,1
양놈,1
엠병,1
엠창,1
여물통,1
염창,1
엿같,1
옘병,1
옘빙,1
오라질,1
오라질년,1
오입,1
왜년,1
왜놈,1
욤병,1
은년,1
을년,1
이새끼,1
이새키,1
이스끼,1
이스키,1
임마,1
입싸,1
자슥,1
잡것,1
잡넘,1
저새끼,1
접년,1
정액,1
젖꼭지,1
젖꼮찌,1
조까치,1
조낸,1
조랭,1
조빠,1
조쟁이,1
조지냐,1
조진다,1
조질래,1
조찐,1
존만,1
존만한,1
졸래,1
좁년,1
좁밥,1
좃,1
좃만,1
좃밥,1
좃이,1
좃찐,1
좆,1
좆같,1
좆또,1
좆만,1
좆이,1
좆찐,1
좇같,1
좇이,1
좋같은,1
좋만,1
좌식,1
주글,1
주글래,1
주데이,1
주뎅,1
주뎅이,1
주둥아리,1
주둥이,1
주디,1
주접,1
주접떨,1
죽고잡,1
죽을래,1
죽통,1
쥐롤,1
쥬디,1
지X,1
지ral,1
지롤,1
지미랄,1
지스팟,1
질싸,1
짜식,1
짜아식,1
짜지,1
짜찌,1
쫍빱,1
창놈,1
쳐닥,1
촌년,1
촌놈,1
캐년,1
캐놈,1
캐스끼,1
캐스키,1
캐시키,1
탱구,1
팔럼,1
퍽큐,1
헐보,1
호구,1
호로,1
후라덜,1
후라들,1
후래자식,1
후레자식,1
후레,1
후뢰,1
후장,1
새애액스,1
세에엑스,1
세애액스,1
새에액스,1
샥스,1
쎽,1
쎡,1
쎾,1
쏐,1
쒝,1
쒞,1
챵년,1
항문수셔,1
항문쑤셔,1
허덥,1
허버리년,1
허벌년,1
허벌보지,1
허벌자식,1
허벌자지,1
허접,1
허젚,1
허졉,1
허좁,1
헐렁보지,1
혀로보지핧기,1
호냥년,1
호로새끼,1
호로자슥,1
호로자식,1
호로짜식,1
호루자슥,1
호모,1
호졉,1
호좁,1
후라덜넘,1
후장꽂아,1
후장뚫어,1
흐접,1
흐젚,1
흐졉,1
fuckyou,1
nflavor,1
penis,1
pennis,1
pussy,1
개차반,1
거유,1
계집년,1
고자,1
근친,1
노모,1
때씹,1
로리타,1
망가,1
몰카,1
바바리맨,1
변태,1
스와핑,1
씨발놈,1
씹,1
씹빨,1
씹알,1
암캐,1
야동,1
야사,1
야애니,1
에로,1
유모,1
은꼴,1
자위,1
종간나,1
죽일년,1
쥐좆,1
직촬,1
짱깨,1
쪽바리,1
포르노,1
하드코어,1
화냥년,1
후레아들,1
희쭈그리,1
^l발,1
ㅅㅣ발,1
^ㅣ발,1
^^ㅣ발,1
^ㅣ빨,1
^^ㅣ빨,1
저러니까 자신보다 어린 사람한테 미개하다는 소리듣지,1
세금을 쳐 내라 양아치들아,1
댓글창 냄비근성 토나온다 진짜,1
3개월 계약은 뭐하자는 얘기지?,1
소녀시대 미국인 티파니를 국내에서 추방해라,1
"보수단체라 부르지마라. 그게 어디 보수냐, 알바단체지 !!!",1
유인나 얼굴이 한겹 더있는거 같다.,1
잠수함은 아닌거같은데 상대가 워낙 구라쟁이 방산비리 집단이라 누구맞는지 모르겠다,1
대한민국 제일 개 쓰레기를 대통령으로 뽑은 인간들아 반성해라,1
갈등조장 더럽게 하네 기레기,1
삼성의 머슴새끼,1
삼성 최순실딱가리....,1
갤레기가 쏘아올린 작은 손모가지,1
지네 엄마처럼 역겹게 생겻네,1
답답하다 ... 정부는 뭐하는 집단인지,1
이거 인정되면 전세계가 개판된다. 정말 철면피네~,1
에반게리온이나 만들어라,1
럼프야 이왕하는김에 닭사모틀니랑 일베충으로 가득한 헬반도 좀 날려버려라,1
생긴거바라 진실되게 생기질 않앗잖냐,1
미국 통신사 노트7 영구퇴출 한다네 폭탄은 그래야지,1
황우석을 잇는 대국민 사기극,1
니년이 나쁜년이다,1
누구를위한 경찰이냐 박근혜의 경찰은 해산하라,1
블랙리스트는 내란죄다.,1
재수없는년 꼴보기 싫다,1
에라이 개돼지보다 못한 새 끼 야,1
국민들 피를 빨아먹은년들,1
아무리 그래봤자 필사람은 다핀다,1
이런건 실제로 보면 티 확난다 사진빨,1
종북방송국 jtbc,1
이거 완전 미칬네!,1
이래서 힙합이 문제야,1
선동도 이정도면 의도적이다,1
저짓거리하느라 대포폰 쓸수밖에. 법대로 처리하라,1
음... 불매운동 한번 거하게 해야겠군.,1
인터넷 좀 하다 밥먹으려고 했는데 이기사 보고나니 밥맛 떨어지노..,1
짤릴거 대비해서 스스로 위안하는 속좁은 인간,1
안 걸릴거라고 생각하는 게 더 웃기네!,1
어쩐지 맹장수술 이후로 몸이 안 아픈 데가 없다했더니...,1
종북 문죄인을 탓하지 않는 촛불은 가짜다,1
전국민이 나왔다고 해라그냥,1
결론은 보험사가 쓰레기네,1
작가가 미쳤나봐요,1
시차가 없지만 10일도 못 기다리나?,1
삼성꺼라고 빨아제끼더니 꼴 좋다...,1
신의영역을 침범하는 인간들.....,1
정신나간애들이많네..,1
소중한 아이들 잃어 가고있을때 피부 탱글해 지니까 좋더나,1
작년 여름에 덥다고 징징거린것들 ?,1
요즘 한전다니는 색히 쪼개고 다니던데 누진세 적용하고 지들은 배불러서 그런가???,1
EPL에서 검증받으라고 나불대던 무빠들 할말 있냐?,1
말도 잘못하는데 자기머리를 먼수로 올리냐 미친,1
지금 대부분 귀경중일텐데 버러지같은 알바들은 가족도 없나보네. 사생아같은 색히들,1
그러면 술 담배 만들지마 왜 만들어서 난리여..,1
이런 찢어죽일 인간군상들~,1
솔직히 실력 없는 애들이 90%전부 쓰레기 관심 종자들이라서 듣기 거북할정도,1
땅덩어리만 컸지 하는 짓거리가 조폭 수준이네,1
개신교 존나싫음,1
방통위 여성부는 도대체 왜 있는지 모르는 부서,1
백수니까덥지 한심인생들아ㅋㅋ,1
미국판 허경영이구나..,1
올해 최고의 망언,1
응 ..이제 순실전자 제품 안살거야..,1
과한 영어사용 눈살찌푸려지는건 나뿐인가,1
네이버 댓글 30대~40대 그나이 먹고 취업도 못하는 한심한 놈들,1
선동과 소문을 맹신하는 좌좀들답게 추측성 기사에 열광하는구나,1
왜 우리나라 국민을 목조르냐 중국어선 진작에 침몰시켯으면 됫자나 중국민들 배불리먹이고 자국민 굶기냐?,1
최순실이 시켰겠지,1
디젤차 운전자 새끼들 구속시켜라.,1
비계덩어리 믿고 그게 덩치라고 까부는 돼지들 극혐 돼지들 주변은 항상 쉰내남,1
한나라의대통령으로써 부끄럽지도않냐?,1
기자가 이렇게글못써도되나,1
대통령을 뽑은게 아니라 도둑년을 뽑았군!,1
10명중4명이 말이되냐,1
위기는 모르겠으나 애플 점점 마음에 안든다,1
안좋은것만 죄다 따라하네,1
거시기도 작은 것들이 성욕은 많아서 별 짓을 다함,1
아 또 엄청습하겠구나,1
인간들이란.,1
어느 나라나 극우는 노답..,1
머리에 뭐가 들었나? 그것이 궁금하다,1
진짜 악마가 따로없네요...,1
탄핵반대하는 새누리당 니들 돌멩이로 맞는다?,1
난 박명수 꼴보기 실어 안본지 몇년 됐다,1
무기징역 사형 안하면이나라 국민 개돼지로 본다는거임,1
우리가 어째 두 년들에게 이리 농락을 당했는지 화 밖에 안 난다,1
올해 연말은 최악이네요,1
맨날 비오냐 ....,1
짱개들이그럼그렇지 질서도개념도없는나라,1
그니까 왜 박근혜를 뽑았냐 참,1
이젠 욕도안나온다,1
남자연예인중에 신체 멀쩡한 사람이 하나도 없음 WW,1
짱깨폰은 안산다!!!!,1
경제사범 임종룡 유일호 끌어내라,1
돈만아는 변호사,1
박신혜언니...연기연습 좀 하세요!!! 연기가 왜 그모양이에요?,1
일에 관련된 사람들 카톡 받기싫어,1
광화문에 걸어둬라 뼈까지 발라버리게,1
어쩐지 실력도 없는게 왜 이렇게까지 뜨나 했더니 다 이유가 있었네ㅉㅉ,1
남로당 빨갱이 추종자들이 만든 찌라시를 어떻게 교과서로 받아들입니까...,1
얘 나쁜애에요 어서 보내요,1
이럴려고 AI안막은거냐,1
하나같이 다 쪼다같이 생겼다,1
이것도 갤노트7 광고기사네.. 얼마 쳐먹었나,1
누가 잘 알지도 못하면서 신고한거야,1
헬조선에서 에어컨은 사치인가,1
헬조선 조기교육 철저하네,1
이색기 완전 양아치네,1
중국 진짜 양아치네,1
이것 참 짜증나네 정말,1
에라이 무개념들 진짜 한심,1
올해 폰 바꾼사람들만 호구..,1
저딴식으로 하면 나중에 계속 구구단만 찍고 앉아있겠지,1
국민 혈세 받아서 성과급 잔치,1
A/S개그지같아서안쓴다.,1
투명한건 없지 이나라에,1
돈많은부모만나서행패는ㅉㅉ,1
나무나 좀 심어라 중국새끼들아,1
재벌에 관대한 조의연판사 몇년 후 어디서 근무하는지 끝까지 지켜보겠다,1
사무총장 내내 물에 물탄듯 술에 술탄듯 지내다가 뭔 대선이야.,1
일본보다 더 얄밉고 꼴보기싫은게 중국임.,1
음식으로 장난치지마라,1
지루한 드라마는 제발 끝내자,1
너희 조상들은 이보다 몇억배는 더 잔인한 악마들 이었다.,1
요즘시대에 능력없이 취집하려하는 김치년들 극혐!!,1
대통령하지말고 그냥 여자하지 그랬어요,1
인제 공무원이라면 치가 떨릴지경...,1
교통불편하게 매주마다 이짓거리네,1
노래보다 예능에 항상 먼저 나오네,1
당신이 대한민국 대통령이라는게 부끄럽습니다,1
경기좋을때 비정규직 노동자 한테해준게뭐있냐,1
죽여그냥 제발좀,1
고작 인하대가지고 겁나 쪼잔하게 구네.. ,1
어디서 구린 냄새 안나요?,1
빙신 경찰때메 세금 내는게 아깝다,1
지 수준은 중기도 못가는데 대기업 서류만 씀,1
국정교과서도 아프리카에서나 있을 법한 일이다,1
진짜 막장도 이런 막장이 없다,1
한화그룹꺼 이용하지맙시다.,1
메르스때 진작 구속됐어야 했는데...ㅉㅉ,1
노답 역대 최악의 무능정부,1
전라디언은 왜 그렇게 계산적이고 지역융합장난아니고 뒤통수 잘치는겨,1
아직까지 일본놈들한테 치욕을 당하네...멍청한 한국인들...,1
친일파새끼들 대놓고 하네,1
승부조작충은 손모가지를 잘라야지,1
그깟 돈이 뭐라고 양심을 팔아먹냐,1
서울 시내에 저딴게 있다는게 더 화가난다,1
경찰이 한패니까 수사 안하겠단 거지,1
이런 걸 관종이라고 한다,1
군대나 갔다와서 썩어빠진 멘탈이나 고쳐라,1
알면알수록 어이가 없어서 말이 안나온다.,1
너의 노코멘트가 이상황에서 더 이상한거 알지?,1
김아중도 의심스러움 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
기추니와 버엉우는 감옥에 꼭 집어 넣어야 혀,1
또 조작질이냐?,1
농가탓을 하다니 제정신인가?,1
교육받으면 뭐해 얼굴 멍자국도 못알아보는 멍청한년인데,1
유라야... 그 많은돈으로 좀 이뻐지기나 하지 그랬냐...,1
찌그러진 검은 후라이팬얼굴은 해가지고 얍삽한영감,1
저 돼지 얼굴상 아 재수없어,1
경찰차에서 내릴때 쪽팔린줄은 아나보네.. 얼굴가리네....,1
닭사모 집회 봤는데 죄다 노인네,1
엄마가 진짜 생각없다 본인 딸 생각은 안하고 개가 더 걱정임?,1
아이폰 진짜허접 화면넘잘깨지고 물에 빠트리니 기냥 먹통되드만,1
죽은 사람의 지식을 습득하기 위해서 뇌를 먹었다는 설이 있습니다.,1
술처먹고 졸다보니 갓길로 기어들어가지,1
돈이 많으니까 맘대로 해도 된다고 생각하나보네,1
쓰레기도 이런쓰레기 집단이 검찰이라니 권력의개들!,1
그걸 이제 안건가.... 참 우리 현실 씁쓸하다..,1
여름이 진짜싫어,1
얼마받고 기사쓰셨나요?,1
이샛기 도대체 얼마나 쳐먹엇길래 이러냐??,1
생긴것도 이제보니 짱깨처럼 생겼다,1
진짜 싹 의식개선을 해야하는데 썩은 물 갈이도 좀 하고. 자기 자식이라도 저럴까?,1
최저시급 오르면 뭐해 시발,1
기사쓰고 읽지도 않냐?책임감도 없는 개기자..,1
나라망신이다. 돈있는 자들의 나라인가?,1
내일 kt전 관중 백명이나 올까 최악의꼴찌 노잼경기하겠다,1
난 공산당이 싫어요,1
재미없는 박명수빠지고 엄현경빼고 갑시다,1
저런 마음으로 4년이 넘도록 국민을 우롱했다는 사실에 소름이 끼친다!,1
그러니 견찰 소리듣지 쓰레기 양아치 새퀴들,1
쓰레기들이 만든 쓰레기 세금 낭비 그만해라 쓰레기들아,1
국제전화 수신거부는 안되나요??,1
닭인 줄 알았더니....꿩이네? 머리 처박고 숨은 꼴이.,1
뭔자격으로 출마를하냐 누가 뽑아준다고,1
살인자 같이 생겼네,1
기회주의 끝을 보여주는 사람,1
역시 양아치 기업이네,1
갤럭시써 아이폰쓰는 매국노들아!,1
개똥싸는 소리하구있네! 웃기지도 않네,1
농협은 조합장 비리가 많던데,1
"도대체 이나란, 뭐가 진실인지 모르겠다",1
썩은 동태 눈깔같다 매섭기는‥,1
하는거 찍는다는 자체가 변태아닌가,1
이 인간은 입만 열면 거짓말,1
그냥 찌그러져 잇어라,1
중간에똥오줌을 얼마나쌀지..,1
기승전뇌물특검의머리엔 온통뇌물,1
그럼 지금까지 미완성 제품 팔았단거 아니냐,1
와...아주 살기 싫어지는 나라다,1
솔직히 오버워치 개노잼 맞잖아,1
